SkuId,License Name,Cost
90277bc7-a6fe-4181-99d8-712b08b8d32b,Microsoft 365 E5 EEA (no Teams) without Audio Conferencing,_
90369797-7141-4e75-8f5e-d13f4b6092c1,Windows 365 Shared Use 2 vCPU 4 GB 128 GB,_
906af65a-2970-46d5-9b58-4e9aa50f0657,Microsoft Dynamics CRM Online Basic,_
90b5e015-709a-4b8b-b08e-3200f994494c,Exchange Online Archiving for Exchange Server,_
91bbc479-4c2c-4210-9c88-e5b468c35b83,Privacy Management - subject rights request (100) GCC,_
91de26be-adfa-4a3d-989e-9131cc23dda7,Microsoft 365 F5 Compliance Add-on,_
923f58ab-fca1-46a1-92f9-89fda21238a8,Microsoft 365 Domestic Calling Plan for GCC,_
927d8402-8d3b-40e8-b779-34e859f7b497,Power Apps Portals login capacity add-on Tier 3 (50 unit min),_
930cc132-4d6b-4d8c-8818-587d17c50d56,Project Plan 5 for faculty,_
938fd547-d794-42a4-996c-1cc206619580,Windows 10/11 Enterprise E5 Commercial (GCC Compatible),_
94763226-9b3c-4e75-a931-5c89701abe66,Office 365 A1 for faculty,_
94a6fbd4-6a2f-4990-b356-dc7dd8bed08a,Dynamics 365 Customer Service Enterprise Admin,_
9571e9ac-2741-4b63-95fd-a79696f0d0ac,Microsoft Teams Rooms Standard for GCC,_
95de1760-7682-406d-98c9-52ef14e51e2b,Career Coach for faculty,_
96d2951e-cb42-4481-9d6d-cad3baac177e,Windows 365 Enterprise 4 vCPU 16 GB 256 GB,_
9706eed9-966f-4f1b-94f6-bb2b4af99a5b,App governance add-on to Microsoft Defender for Cloud Apps,_
977464c4-bfaf-4b67-b761-a9bb735a2196,"Dynamics 365 Field Service, Enterprise Edition - Resource Scheduling Optimization",_
978ec396-f930-4ee1-85f3-e1d82e8f73a4,Power Pages authenticated users T1 100 users/per site/month capacity pack_USGOV_GCCHIGH,_
984df360-9a74-4647-8cf8-696749f6247a,Minecraft Education Faculty,_
985fcb26-7b94-475b-b512-89356697be71,Microsoft Teams Phone Standard_USGOV_GCCHIGH,_
98619618-9dc8-48c6-8f0c-741890ba5f93,Dynamics 365 Project Operations,_
98b6e773-24d4-4c0d-a968-6e787a1f8204,Office 365 A3 for students,_
98defdf7-f6c1-44f5-a1f6-943b6764e7a5,Microsoft Defender for Identity,_
9900a3e2-6660-4c52-9074-60c949991389,Power Virtual Agent for GCC,_
99049c9c-6011-4908-bf17-15f496e6519d,Office 365 Extra File Storage,_
99c5688b-6c75-4496-876f-07f0fbd69add,Dynamics 365 for Marketing Additional Application,_
99cc8282-2f74-4954-83b7-c6a9a1999067,Microsoft 365 E5 Suite features,_
9a1e33ed-9697-43f3-b84c-1b0959dbb1d4,Dynamics 365 Business Central External Accountant,_
9a3c2a19-06c0-41b1-b2ea-13528d7b2e17,Power Pages authenticated users T1 100 users/per site/month capacity pack CN_CN,_
9b85b4f0-92d9-4c3d-b230-041520cb1046,Privacy Management - subject rights request (100) for EDU,_
9b8fe788-6174-4c4e-983b-3330c93ec278,Microsoft 365 A5 Suite features for faculty,_
9bd7c846-9556-4453-a542-191d527209e8,Microsoft Stream Storage Add-On (500 GB),_
9c0587f3-8665-4252-a8ad-b7a5ade57312,Microsoft 365 Lighthouse,_
9cfd6bc3-84cd-4274-8a21-8c7c41d6c350,Microsoft 365 F5 Compliance Add-on AR (DOD)_USGOV_DOD,_
9d776713-14cb-4697-a21d-9a52455c738a,Dynamics 365 - Additional Production Instance (Qualified Offer),_
9ea4bdef-a20b-4668-b4a7-73e1f7696e0a,Sensor Data Intelligence Scenario Add-in for Dynamics 365 Supply Chain Management,_
9f3d9c1d-25a5-4aaa-8e59-23a1e6450a67,Universal Print,_
9f436c0e-fb32-424b-90be-6a9f2919d506,Microsoft 365 F5 Compliance Add-on AR_USGOV_GCCHIGH,_
9fa2f157-c8e4-4351-a3f2-ffa506da1406,Microsoft Threat Experts - Experts on Demand,_
9fb0ba5f-4825-4e84-b239-5167a3a5d4dc,Windows 365 Enterprise 8 vCPU 32 GB 512 GB,_
a056b037-1fa0-4133-a583-d05cff47d551,Privacy Management - subject rights request (10) GCC,_
a0de5e3a-2500-4a19-b8f4-ec1c64692d22,Power Apps Portals page view capacity add-on,_
a0e6a48f-b056-4037-af70-b9ac53504551,Azure Information Protection Plan 1,_
a10d5e58-74da-4312-95c8-76be4e5b75a0,Project for Office 365,_
a23dbafb-3396-48b3-ad9c-a304fe206043,Microsoft 365 E3 EEA (no Teams) - Unattended License,_
a36cdaa2-a806-4b6e-9ae0-28dbd993c20e,Dynamics 365 for Field Service Attach to Qualifying Dynamics 365 Base Offer,_
a3d0cd86-8068-4071-ad40-4dc5b5908c4b,Dynamics 365 Customer Insights Attach,_
a3f586b6-8cce-4d9b-99d6-55238397f77a,Microsoft 365 Business Premium EEA (no Teams),_
a4585165-0533-458a-97e3-c400570268c4,Office 365 A5 for faculty,_
a460366a-ade7-4791-b581-9fbff1bdaa85,Microsoft Teams Phone Standard for GCC,_
a461b89c-10e3-471c-82b8-aae4d820fccb,Enterprise Mobility + Security E5_USGOV_GCCHIGH,_
a4bfb28e-becc-41b0-a454-ac680dc258d3,Dynamics 365 Enterprise Edition - Additional Portal (Qualified Offer),_
a4e376bd-c61e-4618-9901-3fc0cb1b88bb,Microsoft Teams Rooms Basic for EDU,_
a58f5506-b382-44d4-bfab-225b2fbf8390,Dynamics 365 Business Central Additional Environment Addon,_
a640eead-25f6-4bec-97e3-23cfd382d7c2,Microsoft 365 E5 EEA (no Teams) without Audio Conferencing (500 seats min)_HUB,_
a8ad7d2b-b8cf-49d6-b25a-69094a0be206,Power Apps per app plan,_
a91fc4e0-65e5-4266-aa76-4037509c1626,Microsoft 365 E5 with Calling Minutes,_
a929cd4d-8672-47c9-8664-159c1f322ba8,Microsoft Intune Suite,_
a9732ec9-17d9-494c-a51c-d6b45b384dcb,SharePoint Online (Plan 2),_
a9c51c15-ffad-4c66-88c0-8771455c832d,Defender Threat Intelligence,_
a9d1e0df-df6f-48df-9386-76a832119cca,Windows 365 Shared Use 4 vCPU 16 GB 256 GB,_
a9d7ef53-9bea-4a2a-9650-fa7df58fe094,Compliance Manager Premium Assessment Add-On for GCC,_
aa0f9eb7-eff2-4943-8424-226fb137fcad,Exchange Online (Plan 1) for Alumni with Yammer,_
aa2695c9-8d59-4800-9dc8-12e01f1735af,Nonprofit Portal,_
aa6791d3-bb09-4bc2-afed-c30c3fe26032,Microsoft Teams Phone Standard for Small and Medium Business,_
ab28dfa1-853a-4f54-9315-f5146975ac9a,Privacy Management - subject rights request (10) USGOV_DOD,_
ac5cef5d-921b-4f97-9ef3-c99076e5470f,Microsoft 365 Business Standard - Prepaid Legacy,_
ad2fe44a-915d-4e2b-ade1-6766d50a9d9c,Exchange Online (Plan 1) for Students,_
ad7a56e0-6903-4d13-94f3-5ad491e78960,Microsoft Defender Vulnerability Management Add-on,_
ad83ac17-4a5a-4ebb-adb2-079fb277e8b9,Windows 365 Business 4 vCPU 16 GB 128 GB,_
ae2343d1-0999-43f6-ae18-d816516f6e78,Teams Phone with Calling Plan,_
aea38a85-9bd5-4981-aa00-616b411205bf,Office 365 E3_USGOV_GCCHIGH,_
aedfac18-56b8-45e3-969b-53edb4ba4952,Enterprise Mobility + Security A3 for Faculty,_
af739e8e-dd11-4eb5-a986-5908f595c603,Dynamics 365 Project Operations Attach,_
b05e124f-c7cc-45a0-a6aa-8cf78c946968,Enterprise Mobility + Security E5,_
b0e7de67-e503-4934-b729-53d595ba5cd1,Microsoft Teams Phone Standard_USGOV_DOD,_
b0f809d5-a662-4391-a5aa-136e9c565b9d,Microsoft 365 GCC G5 w/o WDATP/CAS Unified,_
b107e5a3-3e60-4c0d-a184-a7e4395eb44c,Office 365 E3_USGOV_DOD,_
b126b073-72db-4a9d-87a4-b17afe41d4ab,Microsoft Defender for Endpoint P2_XPLAT,_
b1511558-69bd-4e1b-8270-59ca96dba0f3,Microsoft Teams Shared Devices for GCC,_
b17653a4-2443-4e8c-a550-18249dda78bb,Microsoft 365 A1,_
b1f3042b-a390-4b56-ab61-b88e7e767a97,Microsoft 365 Business Basic EEA (no Teams),_
b214fe43-f5a3-4703-beeb-fa97188220fc,Microsoft 365 Apps for Business,_
b30411f5-fea1-4a59-9ad9-3db7c7ead579,Power Apps per user plan,_
b3891a9f-c7d9-463c-a2ec-0b2321bda6f9,Windows 365 Business 4 vCPU 16 GB 256 GB,_
b3a42176-0a8c-4c3f-ba4e-f2b37fe5be6b,Power Automate per flow plan,_
b4288abe-01be-47d9-ad20-311d6e83fc24,Microsoft Intune Plan 1 A VL_USGOV_GCCHIGH,_
b4348f75-a776-4061-ac6c-36b9016b01d1,Microsoft Teams Rooms Standard for GCC without Audio Conferencing,_
b4d7b828-e8dc-4518-91f9-e123ae48440d,Power Apps per app plan (1 app or portal),_
b54f012e-69e1-43b1-87d0-666def064940,Power Pages authenticated users T1 100 users/per site/month capacity pack_USGOV_DOD,_
b56e7ccc-d5c7-421f-a23b-5c18bdbad7c0,Dynamics 365 Talent: Onboard,_
b57282e3-65bd-4252-9502-c0eae1e5ab7f,Office 365 E1 EEA (no Teams),_
b732e2a7-5694-4dff-a0f2-9d9204c794ac,Project Plan 5 without Project Client for Faculty,_
b75074f1-4c54-41bf-970f-c9ac871567f5,Dynamics 365 Operations ? Activity,_
b84d58c9-0a0d-46cf-8a4b-d9f23c1674d5,Teams Phone Mobile,_
b8b749f8-a4ef-4887-9539-c95b1eaa5db7,Skype for Business Online (Plan 1),_
ba051a1a-4c3d-4ccd-9890-6fa6a4e696e7,Microsoft Dynamics CRM Online for Government,_
ba05762f-32ff-4fac-a096-55309b3700a3,Dynamics 365 for Team Members Enterprise Edition for Government,_
ba6e69d5-ba2e-47a7-b081-66c1b8e7e7d4,Privacy Management - subject rights request (100) USGOV_DOD,_
ba929637-f158-4dee-927c-eb7cdefcd955,Microsoft Viva Goals,_
ba9a34de-4489-469d-879c-0f0f145321cd,Microsoft Imagine Academy,_
bba890d4-7881-4584-8102-0c3fdfb739a7,Microsoft Defender for Endpoint P1 for EDU,_
bbb4bf6e-3e12-4343-84a1-54d160c00f40,Windows 365 Enterprise 4 vCPU 16 GB 256 GB (Preview),_
bce09f38-1800-4a51-8d50-5486380ba84a,Windows 365 Enterprise 2 vCPU 4 GB 128 GB (Preview),_
bd09678e-b83c-4d3f-aaba-3dad4abd128b,Office 365 Small Business,_
be9f9771-1c64-4618-9907-244325141096,Dynamics 365 For Sales Professional,_
beb6439c-caad-48d3-bf46-0c82871e12be,Project Plan 1,_
bf666882-9c9b-4b2e-aa2f-4789b0a52ba2,PowerApps per app baseline access,_
bf95fd32-576a-4742-8d7a-6dc4940b9532,Visio Plan 2 for Faculty,_
c14d7f00-457c-4e3e-8960-48f35459b3c9,Power Apps per app plan (1 app or website) for Government,_
c1d032e0-5619-4761-9b5c-75b6831e1711,Power BI Premium Per User,_
c1f79c29-5d7a-4bec-a2c1-1a76774864c0,Microsoft 365 Business Standard EEA (no Teams),_
c25e2b36-e161-4946-bef2-69239729f690,Microsoft Teams Rooms Pro for EDU,_
c2ac2ee4-9bb1-47e4-8541-d689c7e83371,Microsoft 365 E3 - Unattended License,_
c2cda955-3359-44e5-989f-852ca0cfa02f,Microsoft 365 Audio Conferencing for faculty,_
c2fe850d-fbbb-4858-b67d-bd0c6e746da3,Microsoft 365 E3 EEA (no Teams),_
c32f9321-a627-406d-a114-1f9c81aaafac,Microsoft 365 Apps for Students,_
c393e9bd-2335-4b46-8b88-9e2a86a85ec1,Dynamics 365 for Marketing Additional Non-Prod Application,_
c3d74ead-70b7-4513-8dce-797be3fbe07a,Dynamics 365 for Field Service Enterprise Edition for Government,_
c416b349-a83c-48cb-9529-c420841dedd6,Privacy Management - subject rights request (50),_
c42b9cae-ea4f-4ab7-9717-81576235ccac,Microsoft 365 E5 Developer (without Windows and Audio Conferencing),_
c52ea49f-fe5d-4e95-93ba-1de91d380f89,Azure Information Protection Plan 1,_
c57afa2a-d468-46c4-9a90-f86cb1b3c54a,Azure Information Protection Premium P1_USGOV_GCCHIGH,_
c5928f49-12ba-48f7-ada3-0d743a3601d5,Visio Online Plan 2,_
c6df1e30-1c9f-427f-907c-3d913474a1c7,Dynamics 365 AI for Market Insights (Preview),_
c793db86-5237-494e-9b11-dcd4877c2c8c,Enterprise Mobility + Security G3 GCC,_
c7d15985-e746-4f01-b113-20b575898250,Dynamics 365 for Field Service Enterprise Edition,_
c7e9d9e6-1981-4bf3-bb50-a5bdfaa06fb2,Windows Store for Business EDU Faculty,_
c8803586-c136-479a-8ff3-f5f32d23a68e,Power Automate per user plan for Government,_
c97d00e4-0c4c-4ec2-a016-9448c65de986,Windows 365 Enterprise 8 vCPU 32 GB 128 GB,_
ca1a159a-f09e-42b8-bb82-cb6420f54c8e,Project Online Essentials for GCC,_
ca7f3140-d88c-455b-9a1c-7f0679e31a76,Visio Plan 1,_
ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,Microsoft 365 E3_USGOV_GCCHIGH,_
cb0a98a8-11bc-494c-83d9-c1b1ac65327e,Exchange Online POP,_
cb10e6cd-9da4-4992-867b-67546b1db821,Windows 10/11 Enterprise E3,_
cb2020b1-d8f6-41c0-9acd-8ff3d6d7831b,Microsoft Azure Multi-Factor Authentication,_
cb9bc974-a47b-4123-998d-a383390168cc,Dynamics 365 Enterprise Edition - Additional Portal for Government,_
cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d46,Microsoft 365 Business Premium,_
cc13a803-544e-4464-b4e4-6d6169a138fa,Dynamics 365 for Financials Business Edition,_
ccba3cfe-71ef-423a-bd87-b6df3dce59a9,Dynamics 365 UNF OPS Plan ENT Edition,_
cd2925a3-5076-4233-8931-638a8c94f773,Microsoft 365 E5 without Audio Conferencing,_
cdc8d0fc-fd16-4954-aae6-ed89a99f5620,Power Apps Per App BD Only for GCC,_
cdd28e44-67e3-425e-be4c-737fab2899d3,Microsoft 365 Apps for Business,_
cee36ce4-cc31-481f-8cab-02765d3e441f,Privacy Management - subject rights request (100) USGOV_GCCHIGH,_
cf4c6c3b-f863-4940-97e8-1d25e912f4c4,Privacy Management - subject rights request (100),_
cf50bae9-29e8-4775-b07c-56ee10e3776d,Office 365 E5 EEA (no Teams),_
cf6b0d46-4093-4546-a0ab-0b1546dcc10e,Microsoft Entra ID Governance,_
d01d9287-694b-44f3-bcc5-ada78c8d953e,Microsoft Teams Phone Standard for DOD,_
d0d1ca43-b81a-4f51-81e5-a5b1ad7bb005,Microsoft Defender for Office 365 (Plan 1) GCC,_
d13ef257-988a-46f3-8fce-f47484dd4550,Windows 10/11 Enterprise E3 VDA,_
d17b27af-3f49-4822-99f9-56a661538792,Microsoft Dynamics CRM Online,_
d1f0495b-cb7b-4e11-8b85-daee7e7e5664,Office 365 F3 EEA (no Teams),_
d201f153-d3b2-4057-be2f-fe25c8983e6f,Windows 365 Enterprise 4 vCPU 16 GB 128 GB,_
d2dea78b-507c-4e56-b400-39447f4738f8,AI Builder Capacity add-on,_
d3987516-4b53-4dc0-8335-411260bf5626,Power Automate Premium for Government,_
d39fb075-21ae-42d0-af80-22a2599749e0,Dynamics 365 for Case Management Enterprise Edition,_
d3b4fe1f-9992-4930-8acb-ca6ec609365e,Skype for Business PSTN Domestic and International Calling,_
d3c841f3-ea93-4da2-8040-6f2348d20954,Privacy Management - subject rights request (1) USGOV_DOD,_
d42c793f-6c78-4f43-92ca-e8f6a02b035f,Skype for Business Online (Plan 2),_
d4ef921e-840b-4b48-9a90-ab6698bc7b31,Windows 10/11 Enterprise A3 for students,_
d61d61cc-f992-433f-a577-5bd016037eeb,Microsoft 365 E3_USGOV_DOD,_
d711d25a-a21c-492f-bd19-aae1e8ebaf30,Office 365 E3 EEA (no Teams),_
d80a4c5d-8f05-4b64-9926-6574b9e6aee4,Power Automate per user plan dept,_
d8eec316-778c-4f14-a7d1-a0aca433b4e7,Dynamics 365 for Marketing Addnl Contacts Tier 5,_
d9020d1c-94ef-495a-b6de-818cbbcaa3b8,Privacy Management - subject rights request (1),_
d979703c-028d-4de5-acbf-7955566b69b9,Microsoft Teams Phone Standard for Faculty,_
d9d89b70-a645-4c24-b041-8d3cb1884ec7,Intune for Education,_
d9de51e5-d8cd-45bb-8da3-1d55e28c52e6,Power Automate per flow plan for Government,_
dab7782a-93b1-4074-8bb1-0e61318bea0b,Microsoft 365 Business Basic,_
db684ac5-c0e7-4f92-8284-ef9ebde75d33,Microsoft 365 E5 (500 seats min)_HUB,_
dcdbaae7-d8c9-40cb-8bb1-62737b9e5a86,Privacy Management - risk for EDU,_
ddfae3e3-fcb2-4174-8ebd-3023cb213c8b,Microsoft Power Apps Plan 2 (Qualified Offer),_
de176c31-616d-4eae-829a-718918d7ec23,Dynamics 365 Hybrid Connector,_
de3312e1-c7b0-46e6-a7c3-a515ff90bc86,TELSTRA Calling for O365,_
de376a03-6e5b-42ec-855f-093fb50b8ca5,Power BI Premium Per User Add-On,_
de597797-22fb-4d65-a9fe-b7dbe8893914,Microsoft Entra ID P1_USGOV_GCCHIGH,_
de5f128b-46d7-4cfc-b915-a89ba060ea56,Power BI Pro for Faculty,_
debc9e58-f2d7-412c-a0b6-575608564228,Power Pages authenticated users T1 100 users/per site/month capacity pack,_
df845ce7-05f9-4894-b5f2-11bbfbcfd2b6,Microsoft Cloud App Security,_
df9561a4-4969-4e6a-8e73-c601b68ec077,Microsoft 365 Audio Conferencing Pay-Per-Minute - EA,_
e001d9f1-5047-4ebf-8927-148530491f83,Privacy Management - subject rights request (10) for EDU,_
e06abcc2-7ec5-4a79-b08b-d9c282376f72,Dynamics 365 - Additional Non-Production Instance (Qualified Offer),_
e2767865-c3c9-4f09-9f99-6eee6eef861a,Power BI,_
e2ae107b-a571-426f-9367-6d4c8f1390ba,Dynamics 365 Customer Voice USL,_
e2aebe6c-897d-480f-9d62-fff1381581f7,Windows 365 Enterprise 2 vCPU 8 GB 128 GB,_
e2be619b-b125-455f-8660-fb503e431a5d,Microsoft 365 GCC G5,_
e3f0522e-ebb7-4561-9f90-b44516d65b77,Microsoft Teams Phone Resource Account_USGOV_GCCHIGH,_
e42bc969-759a-4820-9283-6b73085b68e6,Privacy Management ? risk,_
e433b246-63e7-4d0b-9efa-7940fa3264d6,Project Online Essentials for Faculty,_
e43b5b99-8dfb-405f-9987-dc307f34bcbd,Microsoft Teams Phone Standard,_
e4654015-5daf-4a48-9b37-4f309dddd88b,Advanced Communications,_
e48328a2-8e98-4484-a70f-a99f8ac9ec89,Dynamics 365 Remote Assist HoloLens,_
e485d696-4c87-4aac-bf4a-91b2fb6f0fa7,Dynamics 365 Operations - Sandbox Tier 2:Standard Acceptance Testing,_
e4e55366-9635-46f4-a907-fc8c3b5ec81f,Power Virtual Agent,_
e53d92fc-778b-4a8b-83de-791240ebf88d,Power BI Premium Per User for Government,_
e561871f-74fa-4f02-abee-5b0ef54dd36d,Dynamics 365 Talent: Attract,_
e5788282-6381-469f-84f0-3d7d4021d34d,Office 365 Extra File Storage for GCC,_
e578b273-6db4-4691-bba0-8d691f4da603,Office 365 A3 for faculty,_
e6025b08-2fa5-4313-bd0a-7e5ffca32958,Microsoft Intune SMB,_
e612d426-6bc3-4181-9658-91aa906b0ac0,Common Data Service Database Capacity,_
e6778190-713e-4e4f-9119-8b8238de25df,OneDrive for Business (Plan 1),_
e7965e3a-1f49-4d67-a3de-ad1ce460bbcc,Dynamics 365 Field Service Contractor for Government,_
e823ca47-49c4-46b3-b38d-ca11d5abe3d2,Microsoft 365 G3 GCC,_
e82ae690-a2d5-4d76-8d30-7c6e01e6022e,Office 365 A1 Plus for students,_
e85b3345-2fd5-45cf-a196-7968d3e18e56,Dynamics 365 for Sales Enterprise for Government,_
e8ecdf70-47a8-4d39-9d15-093624b7f640,Exchange Enterprise CAL Services (EOP DLP),_
e8f81a67-bd96-4074-b108-cf193eb9433b,Exchange Online Essentials,_
e97c048c-37a4-45fb-ab50-922fbf07a370,Microsoft 365 A5 for Faculty,_
ea126fc5-a19e-42e2-a731-da9d437bffcf,Dynamics 365 Customer Engagement Plan,_
ea4c5ec8-50e3-4193-89b9-50da5bd4cdc7,Microsoft 365 Apps for enterprise (device),_
ea9ba490-50b8-474e-8671-9fec0f1268f3,Dynamics 365 Customer Service Digital Messaging and Voice Add-in for Government for Test,_
eb18b715-ea9d-4290-9994-2ebf4b5042d2,Dynamics 365 for Customer Service Enterprise Attach to Qualifying Dynamics 365 Base Offer A,_
ec156933-b85b-4c50-84ec-c9e5603709ef,Microsoft Stream Plan 2,_
eca22b68-b31f-4e9c-a20c-4d40287bc5dd,PowerApps Plan 1 for Government,_
ece037b4-a52b-4cf8-93ea-649e5d83767a,Microsoft Sustainability Manager USL Essentials,_
ed01faf2-1d88-4947-ae91-45ca18703a96,OneDrive for Business (Plan 2),_
ed45d397-7d61-4110-acc0-95674917bb14,Privacy Management - subject rights request (50) for EDU,_
eda1941c-3c4f-4995-b5eb-e85a42175ab9,Power Automate per user with attended RPA plan,_
eddf428b-da0e-4115-accf-b29eb0b83965,Common Data Service Database Capacity for Government,_
ee02fd1b-340e-4a4b-b355-4a514e4c8943,Exchange Online Archiving for Exchange Online,_
ee656612-49fa-43e5-b67e-cb1fdf7699df,Office 365 A5 for students,_
efccb6f7-5641-4e0e-bd10-b4976e1bf68e,Enterprise Mobility + Security E3,_
f0612879-44ea-47fb-baf0-3d76d9235576,Power BI Pro for GCC,_
f168a3fb-7bcf-4a27-98c3-c235ea4b78b4,Power BI Premium Per User Dept,_
f1de227b-f1bd-4959-bd80-b80547095e6d,Power Virtual Agent User License for GCC,_
f2230877-72be-4fec-b1ba-7156d6f75bd6,Project Plan 5 for GCC,_
f245ecc8-75af-4f8e-b61f-27d8114de5f3,Microsoft 365 Business Standard,_
f2e48cb3-9da0-42cd-8464-4a54ce198ad0,Dynamics 365 for Supply Chain Management,_
f319c63a-61a9-42b7-b786-5695bc7edbaf,Windows 365 Shared Use 8 vCPU 32 GB 128 GB,_
f37d5ebf-4bf1-4aa2-8fa3-50c51059e983,Exchange Online (Plan 1) for GCC,_
f3d55e2d-4367-44fa-952e-83d0b5dd53fc,Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack_USGOV_DOD,_
f4dc1de8-8c94-4d37-af8a-1fca6675590a,Windows 365 Shared Use 8 vCPU 32 GB 512 GB,_
f59b22a0-9819-48bf-b01d-715ef2b31027,Power BI Premium P1 GCC,_
f5b15d67-b99e-406b-90f1-308452f94de6,Microsoft 365 E3 Extra Features,_
f61d4aba-134f-44e9-a2a0-f81a5adb26e4,SharePoint Syntex,_
f6aa3b3d-62f4-4c1d-a44f-0550f40f729c,Privacy Management - subject rights request (10) USGOV_GCCHIGH,_
f6c82f13-9554-4da1-bed3-c024cc906e02,Privacy Management - subject rights request (50),_
f7ad4bca-7221-452c-bdb6-3e6089f25e06,Dynamics 365 Operations - Sandbox Tier 4:Standard Performance Testing,_
f7ee79a7-7aec-4ca4-9fb9-34d6b930ad87,Microsoft 365 F3 EEA (no Teams),_
f82a60b8-1ee3-4cfb-a4fe-1c6a53c2656c,Project Online With Project for Office 365,_
f8a1db68-be16-40ed-86d5-cb42ce701560,Power BI Pro,_
f991cecc-3f91-4cd0-a9a8-bf1c8167e029,Dynamics 365 Business Central Premium,_
fb019e88-26a0-4218-bd61-7767d109ac26,Windows 365 Shared Use 8 vCPU 32 GB 256 GB,_
fbc79df2-da01-4c17-8d88-17f8c9493d8f,Windows 365 Business 8 vCPU 32 GB 256 GB,_
fc14ec4a-4169-49a4-a51e-2c852931814b,Office 365 Small Business Premium,_
fde42873-30b6-436b-b361-21af5a6b84ae,Microsoft Teams Essentials,_
ff5a82be-1edd-4d48-94e0-52527825b589,"Dynamics 365 for Case Management, Enterprise Edition for Government",_
ffa3a2a0-3820-462a-aa81-8a4d741f0cba,Microsoft 365 Business Standard EEA (no Teams),_
ffaf2d68-1c95-4eb3-9ddd-59b81fba0f61,Microsoft Teams Phone Standard for TELSTRA,_
